"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
05/27/2014,13:47:42,3,Rescue or Emergency Medical Services Incident,1
05/27/2014,14:15:35,7,False Alarm or False Call,1
05/27/2014,15:35:30,6,Good Intent Call,1
05/27/2014,17:00:52,3,Rescue or Emergency Medical Services Incident,1
05/27/2014,17:08:30,7,False Alarm or False Call,1
05/27/2014,22:09:02,7,False Alarm or False Call,1
05/27/2014,22:17:35,4,Hazardous Condition (no fire),1
05/27/2014,22:06:09,7,False Alarm or False Call,1
05/28/2014,2:43:14,3,Rescue or Emergency Medical Services Incident,1
05/28/2014,13:13:16,3,Rescue or Emergency Medical Services Incident,1
05/28/2014,14:24:42,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,1:33:55,6,Good Intent Call,1
05/29/2014,7:14:41,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,7:34:39,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,8:11:55,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,8:54:00,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,10:14:16,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,10:32:40,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,11:10:06,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,11:11:03,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,12:22:46,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,12:23:44,6,Good Intent Call,1
05/29/2014,12:43:00,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,13:20:29,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,13:49:39,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,15:44:08,3,Rescue or Emergency Medical Services Incident,1
05/29/2014,20:36:37,5,Service Call,1
05/29/2014,21:18:19,6,Good Intent Call,1
05/30/2014,0:47:17,4,Hazardous Condition (no fire),1
05/30/2014,1:30:46,7,False Alarm or False Call,1
05/30/2014,5:36:39,7,False Alarm or False Call,1
05/30/2014,5:49:06,4,Hazardous Condition (no fire),1
05/30/2014,6:25:57,4,Hazardous Condition (no fire),1
05/30/2014,6:50:22,5,Service Call,1
05/30/2014,10:59:41,5,Service Call,1
05/30/2014,12:11:51,3,Rescue or Emergency Medical Services Incident,1
05/30/2014,15:21:39,5,Service Call,1
05/30/2014,15:47:37,3,Rescue or Emergency Medical Services Incident,1
05/30/2014,18:44:44,1,Fire,1
05/30/2014,20:23:27,6,Good Intent Call,1
05/30/2014,22:06:26,3,Rescue or Emergency Medical Services Incident,1
05/30/2014,23:20:48,4,Hazardous Condition (no fire),1
05/31/2014,9:59:35,1,Fire,1
05/31/2014,14:49:37,3,Rescue or Emergency Medical Services Incident,1
05/31/2014,18:07:47,1,Fire,1
05/31/2014,18:12:49,3,Rescue or Emergency Medical Services Incident,1
05/31/2014,21:18:20,7,False Alarm or False Call,1
06/01/2014,2:54:25,3,Rescue or Emergency Medical Services Incident,1
06/01/2014,3:21:56,7,False Alarm or False Call,1
06/01/2014,5:55:04,5,Service Call,1
06/01/2014,10:42:19,3,Rescue or Emergency Medical Services Incident,1
06/01/2014,12:15:32,4,Hazardous Condition (no fire),1
06/01/2014,15:44:53,1,Fire,1
06/01/2014,16:44:43,4,Hazardous Condition (no fire),1
06/01/2014,16:59:07,3,Rescue or Emergency Medical Services Incident,1
06/01/2014,17:10:50,3,Rescue or Emergency Medical Services Incident,1
06/01/2014,23:35:21,5,Service Call,1
06/01/2014,23:56:41,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,2:47:03,7,False Alarm or False Call,1
06/02/2014,8:06:01,7,False Alarm or False Call,1
06/02/2014,10:07:25,5,Service Call,1
06/02/2014,10:39:43,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,12:34:03,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,13:16:15,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,13:28:28,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,14:39:39,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,14:41:45,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,15:12:11,7,False Alarm or False Call,1
06/02/2014,15:34:22,7,False Alarm or False Call,1
06/02/2014,15:36:57,7,False Alarm or False Call,1
06/02/2014,16:22:42,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,17:05:33,6,Good Intent Call,1
06/02/2014,22:19:51,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,23:22:37,3,Rescue or Emergency Medical Services Incident,1
06/02/2014,23:36:37,7,False Alarm or False Call,1
06/03/2014,0:01:12,5,Service Call,1
06/03/2014,4:26:18,7,False Alarm or False Call,1
06/03/2014,5:19:47,7,False Alarm or False Call,1
06/03/2014,8:15:27,3,Rescue or Emergency Medical Services Incident,1
06/03/2014,8:47:52,3,Rescue or Emergency Medical Services Incident,1
06/03/2014,12:28:28,3,Rescue or Emergency Medical Services Incident,1
06/03/2014,13:03:17,7,False Alarm or False Call,1
06/03/2014,14:18:13,3,Rescue or Emergency Medical Services Incident,1
06/03/2014,14:57:52,7,False Alarm or False Call,1
06/03/2014,16:04:46,4,Hazardous Condition (no fire),1
06/03/2014,17:13:48,5,Service Call,1
06/03/2014,17:26:09,5,Service Call,1
06/03/2014,19:00:49,3,Rescue or Emergency Medical Services Incident,1
06/03/2014,19:33:26,5,Service Call,1
06/03/2014,22:44:47,7,False Alarm or False Call,1
06/04/2014,0:42:38,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,3:03:08,4,Hazardous Condition (no fire),1
06/04/2014,3:13:57,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,7:46:24,7,False Alarm or False Call,1
06/04/2014,8:00:42,4,Hazardous Condition (no fire),1
06/04/2014,9:02:48,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,12:49:20,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,15:04:50,5,Service Call,1
06/04/2014,15:43:29,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,15:58:24,3,Rescue or Emergency Medical Services Incident,1
06/04/2014,18:25:43,6,Good Intent Call,1
06/04/2014,19:49:27,6,Good Intent Call,1
06/04/2014,20:34:01,6,Good Intent Call,1
06/04/2014,22:41:45,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,0:36:21,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,1:10:03,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,9:12:01,7,False Alarm or False Call,1
06/05/2014,9:29:33,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,10:15:36,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,14:13:24,7,False Alarm or False Call,1
06/05/2014,14:31:20,6,Good Intent Call,1
06/05/2014,16:14:31,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,16:40:10,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,18:11:50,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,20:24:06,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,22:03:34,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,22:40:00,3,Rescue or Emergency Medical Services Incident,1
06/05/2014,23:48:48,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,0:33:02,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,5:29:32,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,6:37:52,5,Service Call,1
06/06/2014,7:58:14,5,Service Call,1
06/06/2014,8:53:07,5,Service Call,1
06/06/2014,9:01:54,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,11:07:25,7,False Alarm or False Call,1
06/06/2014,11:27:37,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,13:54:43,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,14:09:19,5,Service Call,1
06/06/2014,14:42:36,7,False Alarm or False Call,1
06/06/2014,15:08:10,7,False Alarm or False Call,1
06/06/2014,15:15:55,7,False Alarm or False Call,1
06/06/2014,15:23:51,6,Good Intent Call,1
06/06/2014,15:28:20,7,False Alarm or False Call,1
06/06/2014,19:41:33,6,Good Intent Call,1
06/06/2014,20:42:09,5,Service Call,1
06/06/2014,21:08:25,3,Rescue or Emergency Medical Services Incident,1
06/06/2014,23:47:25,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,2:25:47,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,7:11:03,7,False Alarm or False Call,1
06/07/2014,9:21:08,5,Service Call,1
06/07/2014,10:51:32,5,Service Call,1
06/07/2014,11:42:51,7,False Alarm or False Call,1
06/07/2014,12:27:12,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,13:25:52,6,Good Intent Call,1
06/07/2014,13:38:24,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,14:08:39,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,15:14:38,5,Service Call,1
06/07/2014,15:43:13,4,Hazardous Condition (no fire),1
06/07/2014,16:02:36,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,16:19:51,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,16:36:12,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,16:54:25,7,False Alarm or False Call,1
06/07/2014,17:22:44,5,Service Call,1
06/07/2014,21:12:33,3,Rescue or Emergency Medical Services Incident,1
06/07/2014,22:51:19,3,Rescue or Emergency Medical Services Incident,1
06/08/2014,3:31:21,3,Rescue or Emergency Medical Services Incident,1
06/08/2014,5:33:21,7,False Alarm or False Call,1
06/08/2014,6:51:18,3,Rescue or Emergency Medical Services Incident,1
06/08/2014,7:39:46,4,Hazardous Condition (no fire),1
06/08/2014,9:29:15,7,False Alarm or False Call,1
06/08/2014,13:04:11,7,False Alarm or False Call,1
06/08/2014,13:19:07,3,Rescue or Emergency Medical Services Incident,1
06/08/2014,13:20:07,5,Service Call,1
06/08/2014,14:58:38,5,Service Call,1
06/08/2014,14:57:36,3,Rescue or Emergency Medical Services Incident,1
06/08/2014,17:28:49,7,False Alarm or False Call,1
06/08/2014,19:04:06,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,1:27:17,7,False Alarm or False Call,1
06/09/2014,1:42:01,7,False Alarm or False Call,1
06/09/2014,4:48:19,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,8:54:20,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,9:52:28,7,False Alarm or False Call,1
06/09/2014,11:27:49,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,13:04:41,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,13:14:24,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,13:17:38,5,Service Call,1
06/09/2014,16:07:06,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,16:49:59,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,17:07:09,7,False Alarm or False Call,1
06/09/2014,17:42:14,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,17:56:53,5,Service Call,1
06/09/2014,18:41:00,6,Good Intent Call,1
06/09/2014,18:55:15,7,False Alarm or False Call,1
06/09/2014,22:09:29,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,23:36:50,3,Rescue or Emergency Medical Services Incident,1
06/09/2014,23:42:21,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,5:37:26,7,False Alarm or False Call,1
06/10/2014,6:01:45,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,6:27:44,4,Hazardous Condition (no fire),1
06/10/2014,12:32:55,7,False Alarm or False Call,1
07/13/2014,20:44:58,5,Service Call,1
06/10/2014,12:55:08,7,False Alarm or False Call,1
06/10/2014,13:26:55,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,13:31:04,5,Service Call,1
06/10/2014,13:43:35,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,13:47:38,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,14:28:26,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,14:42:53,7,False Alarm or False Call,1
06/10/2014,15:47:24,7,False Alarm or False Call,1
06/10/2014,16:28:22,7,False Alarm or False Call,1
06/10/2014,17:50:48,3,Rescue or Emergency Medical Services Incident,1
06/10/2014,18:05:15,6,Good Intent Call,1
06/10/2014,23:31:29,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,8:15:19,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,8:16:11,5,Service Call,1
06/11/2014,10:19:09,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,11:55:28,5,Service Call,1
06/11/2014,13:08:39,5,Service Call,1
06/11/2014,13:10:33,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,16:42:17,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,17:50:20,3,Rescue or Emergency Medical Services Incident,1
06/11/2014,19:57:16,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,1:38:46,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,6:39:15,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,8:34:17,7,False Alarm or False Call,1
06/12/2014,10:49:49,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,14:24:11,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,14:49:51,7,False Alarm or False Call,1
06/12/2014,15:22:12,1,Fire,1
06/12/2014,15:57:19,7,False Alarm or False Call,1
06/12/2014,16:03:21,7,False Alarm or False Call,1
06/12/2014,16:50:46,1,Fire,1
06/12/2014,18:30:40,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,19:02:08,3,Rescue or Emergency Medical Services Incident,1
06/12/2014,19:35:43,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,3:18:04,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,4:28:19,7,False Alarm or False Call,1
06/13/2014,8:26:14,7,False Alarm or False Call,1
06/13/2014,10:52:40,7,False Alarm or False Call,1
06/13/2014,12:13:42,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,12:47:37,7,False Alarm or False Call,1
06/13/2014,14:08:16,1,Fire,1
06/13/2014,14:47:06,7,False Alarm or False Call,1
06/13/2014,15:53:44,7,False Alarm or False Call,1
06/13/2014,16:54:18,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,17:20:13,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,18:16:14,3,Rescue or Emergency Medical Services Incident,1
06/13/2014,19:33:25,7,False Alarm or False Call,1
06/13/2014,22:10:09,5,Service Call,1
06/14/2014,2:31:30,7,False Alarm or False Call,1
06/14/2014,7:21:01,7,False Alarm or False Call,1
06/14/2014,10:50:04,6,Good Intent Call,1
06/14/2014,11:19:28,1,Fire,1
06/14/2014,12:14:21,4,Hazardous Condition (no fire),1
06/14/2014,14:41:40,1,Fire,1
06/14/2014,15:18:23,3,Rescue or Emergency Medical Services Incident,1
06/14/2014,17:30:15,3,Rescue or Emergency Medical Services Incident,1
06/14/2014,18:09:41,6,Good Intent Call,1
06/14/2014,20:27:57,4,Hazardous Condition (no fire),1
06/14/2014,23:01:18,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,1:50:34,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,5:44:33,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,7:02:01,7,False Alarm or False Call,1
06/15/2014,7:42:56,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,12:29:10,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,15:09:27,4,Hazardous Condition (no fire),1
06/15/2014,18:03:00,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,19:11:35,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,19:48:03,5,Service Call,1
06/15/2014,19:54:48,4,Hazardous Condition (no fire),1
06/15/2014,21:48:31,3,Rescue or Emergency Medical Services Incident,1
06/15/2014,22:46:03,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,1:17:29,7,False Alarm or False Call,1
06/16/2014,1:59:36,5,Service Call,1
06/16/2014,4:46:43,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,7:45:54,1,Fire,1
06/16/2014,9:22:40,4,Hazardous Condition (no fire),1
06/16/2014,10:31:12,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,11:24:39,5,Service Call,1
06/16/2014,12:55:06,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,12:56:04,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,13:38:52,7,False Alarm or False Call,1
06/16/2014,15:32:30,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,15:40:44,6,Good Intent Call,1
06/16/2014,17:22:48,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,19:41:28,3,Rescue or Emergency Medical Services Incident,1
06/16/2014,21:02:05,7,False Alarm or False Call,1
06/17/2014,1:02:55,4,Hazardous Condition (no fire),1
06/17/2014,3:20:07,1,Fire,1
06/17/2014,4:10:25,7,False Alarm or False Call,1
06/17/2014,4:52:10,7,False Alarm or False Call,1
06/17/2014,11:00:37,6,Good Intent Call,1
06/17/2014,15:31:11,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,15:50:35,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,15:55:11,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,16:28:00,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,16:59:38,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,17:45:02,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,17:54:07,5,Service Call,1
06/17/2014,18:53:52,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,19:06:08,3,Rescue or Emergency Medical Services Incident,1
06/17/2014,19:12:11,6,Good Intent Call,1
06/17/2014,19:38:38,5,Service Call,1
06/17/2014,19:58:12,7,False Alarm or False Call,1
06/17/2014,20:06:59,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,3:30:00,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,5:01:09,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,5:31:56,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,6:26:29,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,8:46:54,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,12:13:40,6,Good Intent Call,1
06/18/2014,12:58:55,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,14:57:30,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,15:04:19,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,15:44:48,1,Fire,1
06/18/2014,16:37:56,3,Rescue or Emergency Medical Services Incident,1
06/18/2014,21:04:31,5,Service Call,1
06/18/2014,23:10:43,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,0:39:21,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,3:44:57,1,Fire,1
06/19/2014,3:47:20,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,3:50:01,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,8:33:25,4,Hazardous Condition (no fire),1
06/19/2014,9:19:17,7,False Alarm or False Call,1
06/19/2014,10:47:24,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,11:42:39,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,12:04:23,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,12:51:14,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,14:14:58,7,False Alarm or False Call,1
06/19/2014,14:51:49,7,False Alarm or False Call,1
06/19/2014,15:02:20,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,15:11:34,7,False Alarm or False Call,1
06/19/2014,16:02:16,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,17:06:07,5,Service Call,1
06/19/2014,17:36:56,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,19:26:08,5,Service Call,1
06/19/2014,20:46:12,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,21:01:56,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,22:14:47,3,Rescue or Emergency Medical Services Incident,1
06/19/2014,22:52:09,3,Rescue or Emergency Medical Services Incident,1
06/20/2014,3:51:03,1,Fire,1
06/20/2014,4:33:53,7,False Alarm or False Call,1
06/20/2014,4:49:11,7,False Alarm or False Call,1
06/20/2014,7:23:19,7,False Alarm or False Call,1
06/20/2014,7:55:16,7,False Alarm or False Call,1
06/20/2014,8:24:06,7,False Alarm or False Call,1
06/20/2014,9:26:44,3,Rescue or Emergency Medical Services Incident,1
06/20/2014,9:40:30,7,False Alarm or False Call,1
06/20/2014,10:18:04,4,Hazardous Condition (no fire),1
06/20/2014,11:09:29,7,False Alarm or False Call,1
